,train,val,test
4800,C3L-04731-25,,
4801,C3L-00365-21,,
4802,C3N-01364-23,,
4803,C3L-03557-21,,
4804,C3N-03935-21,,
4805,C3L-03549-22,,
4806,C3N-01517-23,,
4807,C3N-02786-21,,
4808,C3L-00104-21,,
4809,C3L-00278-22,,
4810,C3L-00424-22,,
4811,C3L-03554-21,,
4812,C3L-03747-23,,
4813,C3N-03757-27,,
4814,C3L-03748-22,,
4815,C3L-01049-21,,
4816,C3N-00665-24,,
4817,C3N-02681-22,,
4818,C3L-00506-21,,
4819,C3N-03810-23,,
4820,C3N-04691-21,,
4821,C3L-00591-23,,
4822,C3N-01367-22,,
4823,C3L-03390-23,,
4824,C3N-00661-21,,
4825,C3L-03748-23,,
4826,C3L-03968-21,,
4827,C3N-04098-23,,
4828,C3N-01798-21,,
4829,C3N-02186-21,,
4830,C3N-04686-24,,
4831,C3L-00265-23,,
4832,C3N-02785-22,,
4833,C3L-04815-23,,
4834,C3N-04686-21,,
4835,C3L-04213-23,,
4836,C3N-03802-23,,
4837,C3L-03681-24,,
4838,C3L-00506-22,,
4839,C3L-04819-24,,
4840,C3N-02183-22,,
4841,C3N-03180-22,,
4842,C3N-00663-24,,
4843,C3L-04731-24,,
4844,C3L-01154-23,,
4845,C3L-03557-24,,
4846,C3L-04362-24,,
4847,C3N-03802-21,,
4848,C3L-03387-24,,
4849,C3L-01232-22,,
4850,C3L-04359-25,,
4851,C3L-04084-23,,
4852,C3N-04092-23,,
4853,C3L-02662-21,,
4854,C3N-04100-22,,
4855,C3L-02970-22,,
4856,C3N-01192-25,,
4857,C3L-00528-23,,
4858,C3L-00278-23,,
4859,C3L-01834-22,,
4860,C3L-03681-21,,
4861,C3L-03392-23,,
4862,C3N-02286-23,,
4863,C3L-04817-21,,
4864,C3L-03387-21,,
4865,C3L-03547-23,,
4866,C3L-04817-24,,
4867,C3N-03480-23,,
4868,C3N-01364-22,,
4869,C3N-01369-21,,
4870,C3L-00674-22,,
4871,C3N-00662-22,,
4872,C3L-02705-24,,
4873,C3L-04731-23,,
4874,C3N-02788-21,,
4875,C3N-04113-23,,
4876,C3L-00016-22,,
4877,C3L-02706-21,,
4878,C3L-04084-21,,
4879,C3N-03001-21,,
4880,C3L-04083-21,,
4881,C3L-03549-25,,
4882,C3N-03188-21,,
4883,C3L-03747-22,,
4884,C3N-04098-21,,
4885,C3N-03939-22,,
4886,C3N-02286-21,,
4887,C3N-02181-23,,
4888,C3N-00665-23,,
4889,C3L-00016-21,,
4890,C3N-01818-22,,
4891,C3N-04312-21,,
4892,C3L-04815-22,,
4893,C3L-03557-23,,
4894,C3L-00019-23,,
4895,C3L-01146-22,,
4896,C3N-01798-22,,
4897,C3N-01815-21,,
4898,C3N-04312-23,,
4899,C3N-02190-23,,
4900,C3L-03405-21,,
4901,C3L-02705-21,,
4902,C3L-02642-25,,
4903,C3L-00265-24,,
4904,C3N-03452-21,,
4905,C3L-02465-22,,
4906,C3L-02542-22,,
4907,C3L-02708-23,,
4908,C3N-01816-21,,
4909,C3L-03559-23,,
4910,C3L-04082-22,,
4911,C3N-04092-21,,
4912,C3L-04038-21,,
4913,C3L-04359-22,,
4914,C3N-03480-22,,
4915,C3L-04795-23,,
4916,C3N-01505-21,,
4917,C3L-04815-21,,
4918,C3L-04083-22,,
4919,C3L-04539-21,,
4920,C3L-04819-22,,
4921,C3N-03448-21,,
4922,C3N-00665-21,,
4923,C3L-02707-23,,
4924,C3L-00631-22,,
4925,C3L-00016-23,,
4926,C3L-01142-21,,
4927,C3N-00663-22,,
4928,C3L-01839-23,,
4929,C3N-01197-21,,
4930,C3N-04097-21,,
4931,C3N-01515-21,,
4932,C3L-01048-22,,
4933,C3L-00631-21,,
4934,C3L-02644-21,,
4935,C3N-03473-21,,
4936,C3L-04036-21,,
4937,C3N-03810-22,,
4938,C3L-01040-22,,
4939,C3N-02788-22,,
4940,C3L-00349-21,,
4941,C3N-03810-21,,
4942,C3L-04843-22,,
4943,C3L-04819-21,,
4944,C3L-01156-22,,
4945,C3N-02783-25,,
4946,C3L-02704-21,,
4947,C3N-01370-24,,
4948,C3L-04083-23,,
4949,C3L-04213-24,,
4950,C3N-02599-23,,
4951,C3L-04362-22,,
4952,C3N-02181-21,,
4953,C3L-04339-22,,
4954,C3L-04084-25,,
4955,C3L-01049-22,,
4956,C3L-04038-25,,
4957,C3N-01798-23,,
4958,C3L-02642-22,,
4959,C3N-01334-23,,
4960,C3L-03266-21,,
4961,C3L-01040-23,,
4962,C3N-02259-21,,
4963,C3N-01366-21,,
4964,C3N-03449-21,,
4965,C3N-01518-22,,
4966,C3L-01043-21,,
4967,C3N-02769-22,,
4968,C3L-04084-22,,
4969,C3N-04094-23,,
4970,C3L-03559-21,,
4971,C3L-04843-24,,
4972,C3N-02188-22,,
4973,C3L-02708-22,,
4974,C3L-03372-24,,
4975,C3L-02708-24,,
4976,C3L-03392-21,,
4977,C3N-02770-30,,
4978,C3L-04838-25,,
4979,C3L-01043-24,,
4980,C3L-02704-22,,
4981,C3L-04359-21,,
4982,C3N-01814-23,,
4983,C3L-04213-21,,
4984,C3N-02181-22,,
4985,C3L-04082-23,,
4986,C3L-03588-23,,
4987,C3N-03186-21,,
4988,C3L-04817-25,,
4989,C3L-01142-22,,
4990,C3N-00663-23,,
4991,C3L-00677-21,,
4992,C3L-00671-23,,
4993,C3L-04843-21,,
4994,C3N-01817-21,,
4995,C3N-03789-25,,
4996,C3L-00674-21,,
4997,C3N-04683-22,,
4998,C3L-03744-22,,
4999,C3L-02644-25,,
5000,C3N-03797-23,,
5001,C3L-04038-23,,
5002,C3N-03935-23,,
5003,C3N-03183-22,,
5004,C3L-00429-21,,
5005,C3N-04098-22,,
5006,C3N-01517-22,,
5007,C3L-02704-25,,
5008,C3L-01155-22,,
5009,C3L-02642-23,,
5010,C3L-03559-24,,
5011,C3L-02704-23,,
5012,C3N-04686-23,,
5013,C3N-03473-23,,
5014,C3L-03557-22,,
5015,C3L-03748-24,,
5016,C3L-01149-21,,
5017,C3N-03188-23,,
5018,C3N-03187-22,,
5019,C3L-01046-21,,
5020,C3L-02970-21,,
5021,C3N-02682-22,,
5022,C3L-03547-21,,
5023,C3N-02186-23,,
5024,C3L-01232-24,,
5025,C3L-04731-21,,
5026,C3L-00671-22,,
5027,C3L-02704-24,,
5028,C3L-02707-21,,
5029,C3N-02183-21,,
5030,C3L-03549-24,,
5031,C3L-02644-22,,
5032,C3N-04113-22,,
5033,C3N-03186-22,,
5034,C3L-04084-24,,
5035,C3L-02984-22,,
5036,C3N-02190-22,,
5037,C3N-01815-23,,
5038,C3N-04094-21,,
5039,C3L-01061-21,,
5040,C3N-01850-23,,
5041,C3N-03001-22,,
5042,C3N-01814-22,,
5043,C3N-02784-21,,
5044,C3L-01048-21,,
5045,C3N-00662-21,,
5046,C3L-02706-25,,
5047,C3N-02783-21,,
5048,C3N-02783-24,,
5049,C3L-02642-21,,
5050,C3N-04092-22,,
5051,C3L-03559-25,,
5052,C3N-03800-21,,
5053,C3N-01368-23,,
5054,C3L-02708-21,,
5055,C3N-03186-23,,
5056,C3L-01154-22,,
5057,C3N-04693-21,,
5058,C3N-03188-22,,
5059,C3L-04359-23,,
5060,C3L-03740-21,,
5061,C3L-04038-22,,
5062,C3L-02041-22,,
5063,C3N-02185-23,,
5064,C3L-02542-21,,
5065,C3L-00631-23,,
5066,C3N-01818-23,,
5067,C3N-02770-28,,
5068,C3L-02707-22,,
5069,C3L-04795-25,,
5070,C3L-03681-23,,
5071,C3N-02788-23,,
5072,C3N-03187-21,,
5073,C3L-00528-21,,
5074,C3L-03407-27,,
5075,C3L-02900-21,,
5076,C3L-03385-29,,
5077,C3N-04094-22,,
5078,C3N-03003-22,,
5079,C3L-01046-24,,
5080,C3N-03184-21,,
5081,C3L-00671-21,,
5082,C3N-03187-23,,
5083,C3N-02783-22,,
5084,C3L-00019-22,,
5085,C3N-02769-23,,
5086,C3L-02706-23,,
5087,C3L-04795-21,,
5088,C3N-02185-21,,
5089,C3L-03549-21,,
5090,C3L-03748-21,,
5091,C3L-04339-21,,
5092,C3N-02784-22,,
5093,C3N-04100-23,,
5094,C3N-03184-23,,
5095,C3L-01839-22,,
5096,C3L-03968-25,,
5097,C3L-03400-22,,
5098,C3N-01817-22,,
5099,C3L-03968-24,,
5100,C3L-03554-24,,
5101,C3N-03939-23,,
5102,C3L-01887-21,,
5103,C3N-01517-21,,
5104,C3L-03727-21,,
5105,C3L-00265-22,,
5106,C3N-02185-22,,
5107,C3N-02286-22,,
5108,C3N-01814-21,,
5109,C3L-03547-22,,
5110,C3N-02786-22,,
5111,C3N-03182-22,,
5112,C3L-02970-23,,
5113,C3N-01196-24,,
5114,C3L-04362-21,,
5115,C3L-03744-21,,
5116,C3L-03390-24,,
5117,C3N-03757-26,,
5118,C3N-04113-21,,
5119,C3L-00424-23,,
5120,C3L-03588-22,,
5121,C3N-02784-23,,
5122,C3L-04819-23,,
5123,C3N-03939-21,,
5124,C3L-02706-24,,
5125,C3L-04036-24,,
5126,C3N-01518-23,,
5127,C3L-00636-22,,
5128,C3N-03025-21,,
5129,C3L-02705-22,,
5130,C3N-00661-23,,
5131,C3N-02188-21,,
5132,C3N-00665-22,,
5133,C3N-02769-21,,
5134,C3N-02186-22,,
5135,C3L-03735-21,,
5136,C3L-04731-22,,
5137,C3L-04815-25,,
5138,C3L-04795-22,,
5139,C3L-04036-23,,
5140,C3L-04838-23,,
5141,C3N-01852-24,,
5142,C3L-02642-24,,
5143,C3L-02465-21,,
5144,C3L-01156-21,,
5145,C3L-02705-25,,
5146,C3L-02707-24,,
5147,C3L-01157-23,,
5148,C3N-01818-21,,
5149,C3N-02783-23,,
5150,C3L-03372-22,,
5151,C3L-01327-21,,
5152,C3L-00528-22,,
5153,C3L-02542-23,,
5154,C3L-04359-24,,
5155,C3L-01157-21,,
5156,C3N-02256-21,,
5157,C3L-03744-23,,
5158,C3L-01146-25,,
5159,C3L-04339-23,,
5160,C3L-04036-22,,
5161,C3N-03003-23,,
5162,C3L-02705-23,,
5163,C3L-03588-21,,
5164,C3L-04815-24,,
5165,C3L-03559-22,,
5166,C3L-00636-21,,
5167,C3L-04817-22,,
5168,C3L-04838-21,,
5169,C3N-03070-21,,
5170,C3L-03747-21,,
5171,C3N-03088-21,,
5172,C3N-03003-21,,
5173,C3N-03180-21,,
5174,C3N-03802-22,,
5175,C3L-04817-23,,
5176,C3N-04097-23,,
5177,C3L-04339-24,,
5178,C3N-04097-22,,
5179,C3N-03182-21,,
5180,C3N-03756-21,,
5181,C3L-04843-25,,
5182,C3N-00662-23,,
5183,C3N-03001-24,,
5184,C3L-04537-21,,
5185,C3L-04213-25,,
5186,C3N-02785-23,,
5187,C3N-02190-21,,
